,review_id,business_id,stars,text,clean_text
64,EfO6utXHfqYYio5tTpv5fw,kVI7NL59MPnYTx3Lg6PMTw,4,"this review is for the afternoon tea on weekends. i've done this twice now and had a great time both times. 

advice: make a reservation! though it doesn't say this anywhere, and you can still enjoy the food/tea, they want you to make a reservation because apparently it takes an hour to put everything together for this tea. noted for next time.

we were told it was going to be about 45 minutes to prepare the spread so we agreed and sat against the windows. the view of the harbor is nice. we got to see the coast guard ships and people watch the guests arriving via water taxi. the room was chilly (though i'm a naturally cold person so take that for what it's worth) and by the end of the hour, i was cold and hungry and entering into child mode. luckily our food came out shortly after and i forgot about my internal struggle to not start acting like a child because everything was so good! 

i ordered the white orchard tea which is a peach and melon flavored drink. wow. wow wow wow it was awesome!

you get two bites of each item and in total there were 2 pairs of scones, 4 pairs of tea sandwiches, and 3 pairs of desserts. this may not seem like a lot but i was hungry when it came out and i had to pace myself after sampling 3 or 4 of the items. my suggestion, eat all the sandwiches and take home whatever scones and desserts you can't finish. the cream that comes with the scones is amazing. they gave us some to go with our scones and i've been putting it on everything! the vanilla lavender scones are out of this world. other highlights are the prosciutto di parma and brie with fig jam toasts, the cucumber tartine which are very refreshing, and the savory chicken bites. we had some substitutions that weren't listed like a lobster roll (maine style) instead of the egg salad sandwich and these cider cinnamon sugar ""donuts"" which reminded me more of a zeppole than a donut. amazing though.

overall, the food was great and the tea was amazing. come hungry because it's filling despite looking like a small amount (it's not) and make a reservation so you don't have to wait as long as we did!

we'll definitely be back again. maybe in a warmer month to better enjoy the outdoor area.",review afternoon tea weekend ive done twice great time time advic make reserv though doesnt say anywher still enjoy foodtea want make reserv appar take hour put everyth togeth tea note next time told go 45 minut prepar spread agre sat window view harbor nice got see coast guard ship peopl watch guest arriv via water taxi room chilli though im natur cold person take worth end hour cold hungri enter child mode luckili food came shortli forgot intern struggl start act like child everyth good order white orchard tea peach melon flavor drink wow wow wow wow awesom get two bite item total 2 pair scone 4 pair tea sandwich 3 pair dessert may seem like lot hungri came pace sampl 3 4 item suggest eat sandwich take home whatev scone dessert cant finish cream come scone amaz gave us go scone ive put everyth vanilla lavend scone world highlight prosciutto di parma brie fig jam toast cucumb tartin refresh savori chicken bite substitut werent list like lobster roll main style instead egg salad sandwich cider cinnamon sugar donut remind zeppol donut amaz though overal food great tea amaz come hungri fill despit look like small amount make reserv dont wait long well definit back mayb warmer month better enjoy outdoor area
65,l2bq9eyWt-KoxDjbOOZENg,eLrJdEYwxzJgddnqawDQ1g,1,"possibly the worst meal i've ever had. from the sad iceberg, dressing drenched salad, reheated day old rolls to the pizza with no sauce and no cheese it was a huge disappointment. the service was slow and unprofessional. i can't believe this place is still in business.",possibl worst meal ive ever sad iceberg dress drench salad reheat day old roll pizza sauc chees huge disappoint servic slow unprofession cant believ place still busi
66,XAZ5Hct_LQx1azS1XHHOhg,kVI7NL59MPnYTx3Lg6PMTw,5,"got the kobe beef burger with the truffled fries for lunch yesterday and wow.

the arnold palmer was top notch too.  great patio, vibe, service and food.",got kobe beef burger truffl fri lunch yesterday wow arnold palmer top notch great patio vibe servic food
67,E7QDl3g8iKeziOly7E4GiA,kVI7NL59MPnYTx3Lg6PMTw,5,"i finally made it to aragosta and i was more than pleased with the results.  during my first visit my girlfriend and i tried the goat cheese rigatoni for an appetizer, the seared tuna and the lobster fra diavlo for entrees.  the goat cheese rigatoni was the most amazing appetizer i have ever had in boston.  the rigatoni is stuffed with goat cheese and then topped with more goat cheese and truffle oil.  i wanted to cancel my entree and order more it was that good.  my girlfriend had the seared tuna and it was fresh and cooked exactly the right way.  i had the lobster fra diavlo and was amazed at how much lobster it had.  usually restaurants charge a ton of money and barely give you any lobster......not at aragosta.  i had a whole lobster on top, cracked open for easier access with additional lobster meat piled on top of the pasta.  the sauce was perfect and had just the right amount of kick to it.

i went back about a week later for fathers day and again had the goat cheese appetizer which was again the most amazing thing ever.  i had talked so much to my family about how great the lobster fra diavlo was that all four of us got it.  it was just as amazing as the first time i tried it however there was far less lobster meat on it this time around.  the service for both visits were great, i know there are some reviews of poor service on here but i experienced nothing but prompt, friendly and perfect service.  i believe we had a waiter named aldo for our fathers day visit and he was great, very friendly and a very good sense of humor with us.

i'll absolutely be back and will recommend this restaurant to anyone.",final made aragosta pleas result first visit girlfriend tri goat chees rigatoni appet sear tuna lobster fra diavlo entre goat chees rigatoni amaz appet ever boston rigatoni stuf goat chees top goat chees truffl oil want cancel entre order good girlfriend sear tuna fresh cook exactli right way lobster fra diavlo amaz much lobster usual restaur charg ton money bare give lobsternot aragosta whole lobster top crack open easier access addit lobster meat pile top pasta sauc perfect right amount kick went back week later father day goat chees appet amaz thing ever talk much famili great lobster fra diavlo four us got amaz first time tri howev far less lobster meat time around servic visit great know review poor servic experienc noth prompt friendli perfect servic believ waiter name aldo father day visit great friendli good sens humor us ill absolut back recommend restaur anyon
68,1OqV3gS5_GYLdJHpRfYklQ,kVI7NL59MPnYTx3Lg6PMTw,1,"awful awful service!!! i decided to have my 30th bday here with family and friends driving 5+ hours into boston to celebrate with me.  the hostess was very pleasant and very accommodating that we asked to move from the terrace to inside due to most of my party becoming cold.  she sat us in a private ""room"" with curtains... very nice.. and much better than the terrace. only downfall... barely any lighting! we asked our server if he could turn the lights up a bit and he replied that they are on a timer of some sort and he doesn't think so.  okay, no big deal we can eat in the dark! i was surrounded by great company so this was a small miss.  next we waited for our waiter... ordered our drinks and then waited some more... the drinks seemed to lack alcohol, so much that my father had to ask for more whiskey in his ""whiskey smash"" drink because it looked like pure ice water.  after waiting again for our waiter we put in our app order.  cheese and meat tray... after again, another 15 mins to get that it was subpar.  not awful, but not great. we ordered our entrees, they came out quicker than the meat and cheese tray.  the gnocchi was fabulous, the sausage and peppers excellent, other than that disappointments all around. my mother ordered lobster risotto   and couldn't eat it because it was too fishy. she didn't want to complain, because she felt bad, so i did it for her and our waiter was kind enough to remove it from our bill.  although he was very kind, had he checked in on us more than twice during a 3 hour meal we would have spent more money on drinks and stayed later for dessert.  we ordered one round of drinks and wanted another but he never came back to ask! we had empty water glasses for about 20 mins.  we were so thirsty my boyfriend was seconds away from walking up to the bar with all our glasses to ask for water.  for an almost $350 dinner i would expect much better service and much better food.  i will not be returning unfortunately and feel awful that my friends and family traveled far for a disappointing meal.",aw aw servic decid 30th bday famili friend drive 5 hour boston celebr hostess pleasant accommod ask move terrac insid due parti becom cold sat us privat room curtain nice much better terrac downfal bare light ask server could turn light bit repli timer sort doesnt think okay big deal eat dark surround great compani small miss next wait waiter order drink wait drink seem lack alcohol much father ask whiskey whiskey smash drink look like pure ice water wait waiter put app order chees meat tray anoth 15 min get subpar aw great order entre came quicker meat chees tray gnocchi fabul sausag pepper excel disappoint around mother order lobster risotto couldnt eat fishi didnt want complain felt bad waiter kind enough remov bill although kind check us twice 3 hour meal would spent money drink stay later dessert order one round drink want anoth never came back ask empti water glass 20 min thirsti boyfriend second away walk bar glass ask water almost 350 dinner would expect much better servic much better food return unfortun feel aw friend famili travel far disappoint meal
69,zcmGh1ffiOv4-UOSU_cmUA,kVI7NL59MPnYTx3Lg6PMTw,4,"it was great place with a cool vibe. we got the cheese and salami platter which was really good, for entrees we got the steak tips and the veal, and for dessert got the smores platter. next time i think i would skip entrees and just get apps and dessert.",great place cool vibe got chees salami platter realli good entre got steak tip veal dessert got smore platter next time think would skip entre get app dessert
70,QNcLF2mkyPoS0BG7e-QP7Q,kVI7NL59MPnYTx3Lg6PMTw,5,"for full disclosure i have to mention that i teach yoga at exhale spa that is located at fairmont hotel as well as the restaurant. i have recently gone to aragosta with our guest visiting from chicago. first things first - the view itself is amazing, there is outside seating, absolutely stunning view. we started with cocktails - i ordered a nantucket blueberry lemonade and loved it, my guest was also pleased with her cocktail. for food (as you see from my previous reviews) i am vegetarian and i was pleasantly surpised. my gnocci with mushrooms and peas were excellent. the rest of my party ordered oysters, lobster chowder and tuna. the star of the evening was a risotto served with foie gras and (wait for it!) black truffles from burgundy. the chef himself (i think the name is graham) came by our table and shaved the truffles on top of our friends plate. i could smell it across the room - amazing! the desert was also a big hit - i oredered creme brulee. the staff was fast and very pleasant. our waiter was wonderful - he didnt push anything but was very knowledgable, friendly and funny. the bread with olive oil was great. one tip - you have to check out the bathroom downstairs.",full disclosur mention teach yoga exhal spa locat fairmont hotel well restaur recent gone aragosta guest visit chicago first thing first view amaz outsid seat absolut stun view start cocktail order nantucket blueberri lemonad love guest also pleas cocktail food see previou review vegetarian pleasantli surpis gnocci mushroom pea excel rest parti order oyster lobster chowder tuna star even risotto serv foie gra wait black truffl burgundi chef think name graham came tabl shave truffl top friend plate could smell across room amaz desert also big hit ored creme brule staff fast pleasant waiter wonder didnt push anyth knowledg friendli funni bread oliv oil great one tip check bathroom downstair
71,MnG4V-d7V25LGW6qzt-gvw,_pqPht0BqDsU3Fcla_s7iw,5,"i stopped in with 2 others who were thinking brunch. they ordered interesting omelets but i saw the pasta lunch special in a bottom corner of the menu and our waiter told me the pasta was house made. the chef owner came out to visit us and asked what he could make for me. we settled on pappardelle with mushrooms and artichokes with arugula on top. the girls heard this and changed their orders to different individually made pasta dishes. our dishes were fresh and delicious - we couldn't have been happier with our meals, the friendly staff or the outside table where we watched the parade of passers by at leisure. highly recommended.",stop 2 other think brunch order interest omelet saw pasta lunch special bottom corner menu waiter told pasta hous made chef owner came visit us ask could make settl pappardel mushroom artichok arugula top girl heard chang order differ individu made pasta dish dish fresh delici couldnt happier meal friendli staff outsid tabl watch parad passer leisur highli recommend
72,h0d3knmQ_QQSDYNmSP5a5A,eLrJdEYwxzJgddnqawDQ1g,4,"dang it, he out-ordered me again!

date night last night, and we had thought about cinebistro (that j. edgar hoover movie looks good!) but, alas, you have to be there 30 minutes before showtime to eat and we couldn't make it for the 8:30 show. whatever to do?? after contemplating and dismissing a few options, we decided that champagne at home then a stroll across the peachtree battle piazza to pasta vino sounded great.

ran into a girlfriend from high school, he knew one of the servers well, and we had another lovely meal. calamari was spot-on, and the chianti was nice. i went with the chicken francese again; it was good, but not great. but that might have been because i've had chicken three out of my last four meals. . . the boy went with his favorite dish, veal parmigiana, and i have to say- it was delicious! between our meals at nino's and pv, i am sold on this dish,which isn't something i would usually order. pasta vino's version is lightly breaded, with a very tasty marinara. yum. he won this round for sure!

nice neighborhood spot. love that i can walk to a handful of places i really enjoy! and love that he lives in walking distance, too! the stars have aligned . . .",dang outord date night last night thought cinebistro j edgar hoover movi look good ala 30 minut showtim eat couldnt make 830 show whatev contempl dismiss option decid champagn home stroll across peachtre battl piazza pasta vino sound great ran girlfriend high school knew one server well anoth love meal calamari spoton chianti nice went chicken frances good great might ive chicken three last four meal boy went favorit dish veal parmigiana say delici meal nino pv sold dishwhich isnt someth would usual order pasta vino version lightli bread tasti marinara yum round sure nice neighborhood spot love walk hand place realli enjoy love live walk distanc star align 
73,zu0x82AJsvQBzn5w9Cc3_g,kVI7NL59MPnYTx3Lg6PMTw,5,"i dont know why there are some bad reviews here.  i loved everything from the scallops crudo app, to the tuna entree and parpardelle pasta with brie cheese!  all were amazing.  the limoncello pepper drink is also delicious!  i can't wait to go back to eat outside.",dont know bad review love everyth scallop crudo app tuna entre parpardel pasta brie chees amaz limoncello pepper drink also delici cant wait go back eat outsid
74,I7hKgswwLGl11nnH3DkaFg,eLrJdEYwxzJgddnqawDQ1g,4,"pasta vino is a quality red sauce type italian joint. all the standards!
the pizza is basic ny style pizza that will fill your need for the real thing.
the people who work here have been with pasta vino for decades, and are wonderful.",pasta vino qualiti red sauc type italian joint standard pizza basic ny style pizza fill need real thing peopl work pasta vino decad wonder
75,jXCO_ipwuS1vZCc5SsiyCg,_pqPht0BqDsU3Fcla_s7iw,1,"good food. terrible service. took forever to get our drinks , missing 2 drinks. then the food took forever and one of our meals arrived at least ten minutes after the other ones. 
i won't recommend it",good food terribl servic took forev get drink miss 2 drink food took forev one meal arriv least ten minut one wont recommend
76,Y8pbGIdY-f8pBURjBb_gZw,kVI7NL59MPnYTx3Lg6PMTw,1,"i expect much better food for over $200/head considering the guests averaged only 2 drink or 3 drinks a piece.  i hosted an event hear.  the appetizers included amateurish filo dough tasteless pizza, sirloin on toast that weren't completely defrosted, and the croutons on the salad were soggy.",expect much better food 200head consid guest averag 2 drink 3 drink piec host event hear appet includ amateurish filo dough tasteless pizza sirloin toast werent complet defrost crouton salad soggi
77,oSpMMFEHWQtvNrk37GLEyg,kVI7NL59MPnYTx3Lg6PMTw,4,"we did not have reservation but were able to score a lovely table overlooking the coast guard boats next door in bar area.  food was delicious altho a bit pricey on the entrees.  bar menu has a couple additional items including  flat bread pizzas not on main menu so make sure you ask for that menu as well.  we had caesar salad, lamb meatballs , mushroom and gorgonzola flatbread and duck breast over carrot purã©e.  all were delicious and our server/bartender was terrific!  great outdoor firepit too.  nice spot",reserv abl score love tabl overlook coast guard boat next door bar area food delici altho bit pricey entre bar menu coupl addit item includ flat bread pizza main menu make sure ask menu well caesar salad lamb meatbal mushroom gorgonzola flatbread duck breast carrot purã e delici serverbartend terrif great outdoor firepit nice spot
78,M7Suvtks5eCCgqfs250zng,eLrJdEYwxzJgddnqawDQ1g,4,"nice cozy place based out of a popluar neighborhood which is easily accessible if you are from buckhead or midtown.
very good waiting staff and food is delicious and they make good 
try their eggplant parmesan sandwhich home potato chips for lunch. recommended.",nice cozi place base popluar neighborhood easili access buckhead midtown good wait staff food delici make good tri eggplant parmesan sandwhich home potato chip lunch recommend
79,MHfY1RIVE80dvLilhOm9aw,kVI7NL59MPnYTx3Lg6PMTw,3,"i have mixed feelings about this place.  we came for brunch and the food was really good, but pricy.  i did like the portion size, it was small which suits me fine.  the view was awesome, but the service was terrible (very slow and our waiter forgot a few things). 

i think i would come back if it was a nice day and was looking more atmosphere than quality service.",mix feel place came brunch food realli good prici like portion size small suit fine view awesom servic terribl slow waiter forgot thing think would come back nice day look atmospher qualiti servic
80,ewMgrAy-y5ObuYffPzL3dw,kVI7NL59MPnYTx3Lg6PMTw,5,stayed at the hotel. went to aragosta for breakfast. the service was amazing. the food was fantastic. couldn't ask for more. perfect experience.,stay hotel went aragosta breakfast servic amaz food fantast couldnt ask perfect experi
81,irFp9rjuOOB6UJM84JMtVA,kVI7NL59MPnYTx3Lg6PMTw,1,"the worst experience ever!!! over cooked sliders, no service at all, horrible management!! don't ever go there, not worth it!",worst experi ever cook slider servic horribl manag dont ever go worth
82,iSg9dzG-wR_4v8c_qxSQeg,eLrJdEYwxzJgddnqawDQ1g,4,"the folks at pasta vino are very friendly and the food is delicious.  prices are great and the atmosphere is quaint.  lot's of families bringing in kids (probably because it's pretty affordable), which doesn't bother me, but don't expect to have a quiet romantic dinner date there since it's a bit of a small place and at dinner it's packed.  lots of regular patrons and i am beginning to be one of them.  i really like this place :)

love the pastas, pizzas, and soups!",folk pasta vino friendli food delici price great atmospher quaint lot famili bring kid probabl pretti afford doesnt bother dont expect quiet romant dinner date sinc bit small place dinner pack lot regular patron begin one realli like place love pasta pizza soup
83,jnUJfWar0jGSf5qRlW0ueg,kVI7NL59MPnYTx3Lg6PMTw,4,"the weather just turned a bit warmer and i couldn't wait to get some outdoor dining time! this restaurant is tucked away in a quiet area of north end and has a really relaxed atmosphere.

the restaurant has a beautiful outdoors seating area with firepits. my friend and i shared a gruyere fondue and it was lovely. the fondue took some time to heat up over the firepit but it eventually got to a nice gooey consistency! after that, we finished off with an order of deluxe s'mores which came along with bananas and reese peanut butter cups.

the service was *exceptionally* good. everyone from the hostess to waiters were friendly and attentive. when our cheque had some issues, the manager thoroughly explained it without implying any blame on us.

i recommend sitting around the firepits with a bunch of friends to have a drink or light bites for a relaxing time!",weather turn bit warmer couldnt wait get outdoor dine time restaur tuck away quiet area north end realli relax atmospher restaur beauti outdoor seat area firepit friend share gruyer fondu love fondu took time heat firepit eventu got nice gooey consist finish order delux smore came along banana rees peanut butter cup servic except good everyon hostess waiter friendli attent chequ issu manag thoroughli explain without impli blame us recommend sit around firepit bunch friend drink light bite relax time
84,W23F1u8XETK2xMsWRbcjUQ,eLrJdEYwxzJgddnqawDQ1g,4,excellent food and ambience. loved their pizzas - closest to what i had in italy.,excel food ambienc love pizza closest itali
85,ehh3bm-1UX2cDRb874b04w,kVI7NL59MPnYTx3Lg6PMTw,5,"joe and eric and patrick are the dream team. truffle fries to die for and delicious flatbread. plus, a beautiful tiger's eye bar to stare at if your date gets boring.",joe eric patrick dream team truffl fri die delici flatbread plu beauti tiger eye bar stare date get bore
86,MjqT5SrDP3uQV_IKCN3whQ,eLrJdEYwxzJgddnqawDQ1g,5,i love coming to this family oriented good food italian restaurant in buckhead. i get excellent service and the staff is wonderful!,love come famili orient good food italian restaur buckhead get excel servic staff wonder
87,RKl5yb4Qrh4ZUaBmn5dUIQ,_pqPht0BqDsU3Fcla_s7iw,2,"the food is below average. i ordered the ciabattini omlette, and the ""seasonal vegetables"" were obviously from a bag of frozen mixed vegetables you can get from the freezer isle of your local grocery store (cauliflower, carrots, lima beans, in an omlette?) and it tasted like it. my party's dishes looked similar. the coffee was unremarkable, and the service was poor.",food averag order ciabattini omlett season veget obvious bag frozen mix veget get freezer isl local groceri store cauliflow carrot lima bean omlett tast like parti dish look similar coffe unremark servic poor
88,F1oW44u3851JP8YZPCu6-Q,_pqPht0BqDsU3Fcla_s7iw,3,"the brunch was just okay and the service was a little slow, considering how not busy the restaurant was when we were there.",brunch okay servic littl slow consid busi restaur
89,K7FhQV38uzn7YBBCU1oTDA,eLrJdEYwxzJgddnqawDQ1g,1,"it is hard to imagine that people honestly like the food in this place. 
the service is great, the atmosphere is friendly and casual,  but the food? it could not be less authentic italian cuisine, but even worse, it's bad food of any cuisine.
that a chicken breast, poorly breaded and burned, left the kitchen, is inexcusable. it should have been thrown in the trash. that it was placed on top of a mound of un-sauced, cold pasta is shocking.  the red sauce surrounding the chicken was flavorless and had an unappealing consistency. the mozzarella on top of the chicken was rubbery. nothing about this dish exhibited any thought or care.
i do not know who is in charge of the kitchen but it is disgraceful that food so badly executed, of this poor quality is served. you would have to go out of your way to make food this unattractive. i cannot imagine that trained cooks would be satisfied with the product they serve to customers.
but the place has a loyal, enthusiastic following.
i emailed them about my disappointing experience and never heard back.",hard imagin peopl honestli like food place servic great atmospher friendli casual food could less authent italian cuisin even wors bad food cuisin chicken breast poorli bread burn left kitchen inexcus thrown trash place top mound unsauc cold pasta shock red sauc surround chicken flavorless unapp consist mozzarella top chicken rubberi noth dish exhibit thought care know charg kitchen disgrac food badli execut poor qualiti serv would go way make food unattract cannot imagin train cook would satisfi product serv custom place loyal enthusiast follow email disappoint experi never heard back
90,DlFZysRD9rdBbegJNwftEQ,_pqPht0BqDsU3Fcla_s7iw,5,"amazing breakfast, i had an asparagus frittata with toasted ciabatta slices, sliced turkey and cheese. yummy!  very helpful wait staff, ask for suggestions and they will not steer you wrong.",amaz breakfast asparagu frittata toast ciabatta slice slice turkey chees yummi help wait staff ask suggest steer wrong
91,LWSGg0Bn3QfSjqbD5-Do2w,_pqPht0BqDsU3Fcla_s7iw,5,"al bacios is one of our favorite breakfast spots, the quality and quantity of the food is exceptional.  excellent coffee too.",al bacio one favorit breakfast spot qualiti quantiti food except excel coffe
92,HYtCY982xNYYo5WAAw4OZw,kVI7NL59MPnYTx3Lg6PMTw,2,"we went as a party of six for dinner with one couple using a groupon for their five course tasting menu. upon arrival, four of our party met the other two in the party in the lobby. we are all of african american heritage with four masters degrees between us. not loud or outrageous. appropriately dressed for dinner in a fine dining establishment. upon checking in with the hostess, we were greeted in a gruff manner with an immediate demand for the groupon. i thought maybe she was just having a bad day but after dinner we spoke with the two in our party who arrived early and learned that while waiting in the foyer for the rest is, they were approached by this same woman in a  rude way and were asked what they were doing there. not, can i help you or are you meeting someone. ""what are you doing here?"" i have visited all kinds of establishments from neighborhood pizza shops to five star restaurants and have never witnessed this kind of treatment. rest assured, i will not visit this establishment again.",went parti six dinner one coupl use groupon five cours tast menu upon arriv four parti met two parti lobbi african american heritag four master degre us loud outrag appropri dress dinner fine dine establish upon check hostess greet gruff manner immedi demand groupon thought mayb bad day dinner spoke two parti arriv earli learn wait foyer rest approach woman rude way ask help meet someon visit kind establish neighborhood pizza shop five star restaur never wit kind treatment rest assur visit establish
93,30x0Ezh5ce-UFVra86zkKA,_pqPht0BqDsU3Fcla_s7iw,3,"i had high hopes for our lunch after reading other reviews.   perhaps the pasta is the highlight.  we ordered two sandwiches and one salad.  my salad, with mediterranean vegetables was really not tasty.  and i love salads.  in fact, i can't figure out why it wasn't good. other than the fact that the eggplant was not the freshest and the bleu cheese salad dressing was an odd addition.  the caprese panini wasn't bad, but it was cold?   the chicken salad sandwich was the best result of the bunch.   

very cute location.  nice touches inside.  indoor and outdoor seating. bar seating for 7.  serving staff was very friendly.  

a shame the food wasn't better.",high hope lunch read review perhap pasta highlight order two sandwich one salad salad mediterranean veget realli tasti love salad fact cant figur wasnt good fact eggplant freshest bleu chees salad dress odd addit capres panini wasnt bad cold chicken salad sandwich best result bunch cute locat nice touch insid indoor outdoor seat bar seat 7 serv staff friendli shame food wasnt better
94,ZbZibdAb-BEUJSvqiLL8Gw,_pqPht0BqDsU3Fcla_s7iw,5,"amazing experience. staff was excellent (ninah was our server she was fantastic), the atmosphere was perfect, the food was wonderful and well priced. as a local this has to be one of the best experiences i've had in winter park. try this place you won't be disappointed!!!",amaz experi staff excel ninah server fantast atmospher perfect food wonder well price local one best experi ive winter park tri place wont disappoint
95,2ihRY9-HOyVJpG2JTVPowQ,_pqPht0BqDsU3Fcla_s7iw,5,"absolutely love this place. the first time i came here i got a creme burlee pastry. and it's was so good. 

customer service is excellent. the second time i ordered the creme burlee, it looked different and tasted different so i wasn't satisfied but the server was very nice about it!",absolut love place first time came got creme burle pastri good custom servic excel second time order creme burle look differ tast differ wasnt satisfi server nice
96,qRbgUz2PxZcooSfr0yUQhw,eLrJdEYwxzJgddnqawDQ1g,5,wonderful place! food and service always consistent- and the staff is amazing. jay especially.,wonder place food servic alway consist staff amaz jay especi
97,REGobKkeacEUoubGNd_cLA,kVI7NL59MPnYTx3Lg6PMTw,5,"quick recommendation: get the gnocchi and the short rib smashed potatoes while sitting at the chef's counter with donna. 

more details: i love food. i'm a bit of a food whore...in that, for the right dish, i might sell myself. and the gnocchi here is the right dish. this is by far the best gnocchi i've had in boston (even beating trattoria toscana's): light but well packed, deliciously flavored, and generally perfect. my eating partner got the steak...which is served on a bed of short rib smashed potatoes. i almost stabbed him to get just a few bites of that. not that my salmon on its own bet of buttery delicious smashed potatoes was a slouch, but if you eat red meat, get the short ribs smashed potatoes. and the gnocchi. oh god, and the cheese plate and the oysters were amazing too. 

we sat at the chef's counter and watched in amazement as chef donna somehow managed to keep the delicious food cooking while chatting with us and being incredibly lovely. aldo was out server, and i have honestly never had someone pair my wines with a meal so well before. uh-maze-ing all around.

i now dream of that gnocchi. i'm actually drooling just writing this review.",quick recommend get gnocchi short rib smash potato sit chef counter donna detail love food im bit food whorein right dish might sell gnocchi right dish far best gnocchi ive boston even beat trattoria toscana light well pack delici flavor gener perfect eat partner got steakwhich serv bed short rib smash potato almost stab get bite salmon bet butteri delici smash potato slouch eat red meat get short rib smash potato gnocchi oh god chees plate oyster amaz sat chef counter watch amaz chef donna somehow manag keep delici food cook chat us incred love aldo server honestli never someon pair wine meal well uhmaz around dream gnocchi im actual drool write review
98,EB2EzknZl82Et73CffZIQg,kVI7NL59MPnYTx3Lg6PMTw,1,"had a pre-arranged reservation where deposit was made and a preset menu chosen for a party of 22 all set up a month prior and we requested outdoor seating.  was charged 500 for sitting/reserving the sidewalk section, no water view, had 1 server the entire night (nice lady) but that large of a party can't be served by one person. it took forever to get drink orders, apps and dinner.  the food was average at best, we ordered 6 bottles of wine (for 22 people) plus other cocktails and the total tab with tip ended up being $200/person.  

very disappointed in the atmosphere, service and overall value.",prearrang reserv deposit made preset menu chosen parti 22 set month prior request outdoor seat charg 500 sittingreserv sidewalk section water view 1 server entir night nice ladi larg parti cant serv one person took forev get drink order app dinner food averag best order 6 bottl wine 22 peopl plu cocktail total tab tip end 200person disappoint atmospher servic overal valu
99,wBDz_Aa-Y8EzP025tmLgkA,eLrJdEYwxzJgddnqawDQ1g,1,this place is horrible!! i am a small person and i don't eat much but i was able to eat my whole cardboard dish. the pasta had no flavor and neither did the chicken. to add on the miserymisery the service was worth a crap. i had to chase her down for everything we needed. it took her 20 minutes to bring me out a glass of sprite. i am pretty sure olive garden would have been better than this place!!,place horribl small person dont eat much abl eat whole cardboard dish pasta flavor neither chicken add miserymiseri servic worth crap chase everyth need took 20 minut bring glass sprite pretti sure oliv garden would better place
100,Xmoa565Rrw3Jee3Gw-Knmw,kVI7NL59MPnYTx3Lg6PMTw,1,"one star - and that's taking into account the fact that our food was actually quite good.  the lobster crostini app was fresh and certainly didn't skimp on the lobster.  carbonara main course was not too heavy, and the pasta was of good quality.

but when you leave the restaurant feeling as though you would have been more satisfied had you just spent the night sitting on the curb outside, there's an issue (we actually got a taste of this at the end of the night).  

while our server at first appeared to be a functional, responsive adult, her actions quickly brought this assumption into serious question.   finding us a drink menu? 10 minutes. asking whether we'd actually like to order something off said menu? another 15 mintues. (for context, this was a saturday night, but restaurant only 2/3 full). my fiance's wine miraculously braved the trip to our table without incident.  my beer unfortunately never made it... 

a bus boy actually then brought out our food in relatively short order.  however, by this point our server had apparently decided her job was done.  no further check-in's, no ""how is everything"", nothing.  which is fine by us, until you need to pay the bill.  at this point the place starts to feel less like a restaurant and more like a prison.  and we needed to get out.  after another 15min with no sign of our server (kidnapped maybe?) we finally just gave our credit card to another staff member.

we'd driven and valet parked, so there was one final opportunity for aragosta to add salt to the wound.  thankfully, they didn't disappoint.  we were second in line behind another couples that was clearly as upset as we were.  so it seemed only right that after waiting 10min, they come back with the wrong car. another 10min later (or a full 35min after we'd decided we were ready to pay and leave), our car arrives.  escape at last...",one star that take account fact food actual quit good lobster crostini app fresh certainli didnt skimp lobster carbonara main cours heavi pasta good qualiti leav restaur feel though would satisfi spent night sit curb outsid there issu actual got tast end night server first appear function respons adult action quickli brought assumpt seriou question find us drink menu 10 minut ask whether wed actual like order someth said menu anoth 15 mintu context saturday night restaur 23 full fianc wine miracul brave trip tabl without incid beer unfortun never made bu boy actual brought food rel short order howev point server appar decid job done checkin everyth noth fine us need pay bill point place start feel less like restaur like prison need get anoth 15min sign server kidnap mayb final gave credit card anoth staff member wed driven valet park one final opportun aragosta add salt wound thank didnt disappoint second line behind anoth coupl clearli upset seem right wait 10min come back wrong car anoth 10min later full 35min wed decid readi pay leav car arriv escap last
101,d-ktu-YdRZsasvrEcHcSdA,kVI7NL59MPnYTx3Lg6PMTw,2,"wouldn't go out of your way to eat here.  views are primarily of the coast guard ships, service is not great and prices are high. our tab was $63 with tip ($55 without) for 1 glass of wine, 1 beer, a tomato balsamic appetizer (4 small tomato wedges covered in pesto and balsamic with thinly sliced red onions) and the garlic shrimp appetizer (5 pieces of shrimp).  server also took my drink away before i had finished.  felt like a bust that i had recommended this place for dinner.  ok for drinks if you're in the area.",wouldnt go way eat view primarili coast guard ship servic great price high tab 63 tip 55 without 1 glass wine 1 beer tomato balsam appet 4 small tomato wedg cover pesto balsam thinli slice red onion garlic shrimp appet 5 piec shrimp server also took drink away finish felt like bust recommend place dinner ok drink your area
